wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;285;39;324;0.07;0.01;0.08;4;0;4;454;5;0;4044;356;3679;9;t00;2022-06-21
dolnoœl¹skie;23;2;25;0.08;0.01;0.09;0;0;0;38;0;0;156;25;131;0;t02;2022-06-21
kujawsko-pomorskie;7;1;8;0.03;0.00;0.04;0;0;0;26;1;0;122;11;110;1;t04;2022-06-21
lubelskie;4;1;5;0.02;0.00;0.02;0;0;0;24;0;0;340;8;332;0;t06;2022-06-21
lubuskie;2;2;4;0.02;0.02;0.04;0;0;0;5;0;0;73;4;69;0;t08;2022-06-21
³ódzkie;11;1;12;0.04;0.00;0.05;0;0;0;22;0;0;188;12;176;0;t10;2022-06-21
ma³opolskie;28;5;33;0.08;0.01;0.10;0;0;0;44;0;0;261;35;226;0;t12;2022-06-21
mazowieckie;70;7;77;0.13;0.01;0.14;1;0;1;102;0;0;916;84;828;4;t14;2022-06-21
opolskie;10;1;11;0.10;0.01;0.11;0;0;0;14;0;0;141;13;128;0;t16;2022-06-21
podkarpackie;3;2;5;0.01;0.01;0.02;1;0;1;14;2;0;185;8;177;0;t18;2022-06-21
podlaskie;10;0;10;0.08;0;0.08;0;0;0;16;0;0;117;11;106;0;t20;2022-06-21
pomorskie;16;1;17;0.07;0.00;0.07;0;0;0;37;0;0;189;17;171;1;t22;2022-06-21
œl¹skie;43;9;52;0.10;0.02;0.12;0;0;0;54;0;0;290;54;236;0;t24;2022-06-21
œwiêtokrzyskie;10;1;11;0.08;0.01;0.09;0;0;0;13;0;0;174;12;161;1;t26;2022-06-21
warmiñsko-mazurskie;5;1;6;0.04;0.01;0.04;2;0;2;10;0;0;246;6;240;0;t28;2022-06-21
wielkopolskie;17;4;21;0.05;0.01;0.06;0;0;0;16;1;0;212;26;184;2;t30;2022-06-21
zachodniopomorskie;8;1;9;0.05;0.01;0.05;0;0;0;19;1;0;119;11;108;0;t32;2022-06-21
