wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;306;86;392;0.08;0.02;0.10;11;6;5;1461;0;0;3797;418;3376;3;t00;2024-02-01
dolnoœl¹skie;18;5;23;0.06;0.02;0.08;1;0;1;36;0;0;167;26;141;0;t02;2024-02-01
kujawsko-pomorskie;19;6;25;0.09;0.03;0.12;1;1;0;110;0;0;218;26;192;0;t04;2024-02-01
lubelskie;32;8;40;0.15;0.04;0.19;1;0;1;114;0;0;254;43;210;1;t06;2024-02-01
lubuskie;18;2;20;0.18;0.02;0.20;0;0;0;39;0;0;127;21;106;0;t08;2024-02-01
³ódzkie;13;7;20;0.05;0.03;0.08;1;0;1;94;0;0;260;21;239;0;t10;2024-02-01
ma³opolskie;17;5;22;0.05;0.01;0.06;2;0;2;140;0;0;268;23;244;1;t12;2024-02-01
mazowieckie;43;21;64;0.08;0.04;0.12;3;3;0;172;0;0;693;65;628;0;t14;2024-02-01
opolskie;6;1;7;0.06;0.01;0.07;0;0;0;7;0;0;98;8;90;0;t16;2024-02-01
podkarpackie;26;11;37;0.12;0.05;0.17;0;0;0;147;0;0;251;39;212;0;t18;2024-02-01
podlaskie;17;1;18;0.14;0.01;0.15;0;0;0;64;0;0;127;19;108;0;t20;2024-02-01
pomorskie;9;0;9;0.04;0;0.04;0;0;0;63;0;0;150;9;141;0;t22;2024-02-01
œl¹skie;22;8;30;0.05;0.02;0.07;0;0;0;240;0;0;503;33;469;1;t24;2024-02-01
œwiêtokrzyskie;8;1;9;0.07;0.01;0.07;0;0;0;41;0;0;96;9;87;0;t26;2024-02-01
warmiñsko-mazurskie;14;3;17;0.10;0.02;0.12;0;0;0;64;0;0;149;17;132;0;t28;2024-02-01
wielkopolskie;26;2;28;0.07;0.01;0.08;2;2;0;53;0;0;157;29;128;0;t30;2024-02-01
zachodniopomorskie;17;5;22;0.10;0.03;0.13;0;0;0;74;0;0;162;24;138;0;t32;2024-02-01
