wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;18021;4.70;775;247;528;29345;12254;383232;101743;19615;80788;1340;t00;2021-12-21
dolnoœl¹skie;1527;5.27;62;36;26;2305;1180;29442;7390;1680;5634;76;t02;2021-12-21
kujawsko-pomorskie;850;4.11;29;4;25;1778;601;18915;4672;909;3723;40;t04;2021-12-21
lubelskie;503;2.39;33;7;26;1357;256;12600;4247;549;3674;24;t06;2021-12-21
lubuskie;419;4.15;17;12;5;778;416;13355;2409;461;1897;51;t08;2021-12-21
³ódzkie;1062;4.34;48;8;40;1886;774;23126;7039;1221;5736;82;t10;2021-12-21
ma³opolskie;1710;5.01;106;39;67;2381;1088;32461;8527;1852;6494;181;t12;2021-12-21
mazowieckie;2785;5.13;85;27;58;3799;1854;58609;17961;3050;14663;248;t14;2021-12-21
opolskie;549;5.60;26;3;23;811;529;12732;2213;597;1584;32;t16;2021-12-21
podkarpackie;576;2.71;63;14;49;1006;353;14277;4055;642;3398;15;t18;2021-12-21
podlaskie;227;1.93;15;0;15;642;135;5801;2043;249;1782;12;t20;2021-12-21
pomorskie;1241;5.29;36;4;32;1884;877;28129;6767;1333;5337;97;t22;2021-12-21
œl¹skie;2425;5.38;82;41;41;3953;1571;46486;11942;2629;9135;178;t24;2021-12-21
œwiêtokrzyskie;412;3.35;32;4;28;707;301;8397;2446;456;1965;25;t26;2021-12-21
warmiñsko-mazurskie;633;4.46;32;10;22;1146;369;14625;3567;683;2849;35;t28;2021-12-21
wielkopolskie;2026;5.79;81;31;50;3140;1238;44943;8528;2126;6251;151;t30;2021-12-21
zachodniopomorskie;929;5.49;28;7;21;1744;644;19258;4738;1014;3646;78;t32;2021-12-21
