wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;29064;7.58;570;161;409;44794;13464;631843;114112;31100;81288;1724;t00;2021-11-30
dolnoœl¹skie;2159;7.45;32;18;14;3350;1075;47343;7741;2344;5283;114;t02;2021-11-30
kujawsko-pomorskie;1361;6.58;15;4;11;2603;609;33706;5836;1449;4283;104;t04;2021-11-30
lubelskie;1264;6.01;66;14;52;2132;629;26533;5579;1342;4177;60;t06;2021-11-30
lubuskie;656;6.49;12;7;5;1283;361;19703;2877;733;2107;37;t08;2021-11-30
³ódzkie;1682;6.87;46;8;38;2634;765;35595;7231;1856;5315;60;t10;2021-11-30
ma³opolskie;2570;7.53;49;39;10;3765;1234;49334;9309;2736;6413;160;t12;2021-11-30
mazowieckie;4806;8.85;76;14;62;6140;2886;109632;18886;5162;13368;356;t14;2021-11-30
opolskie;694;7.08;29;4;25;1245;431;20138;2495;736;1726;33;t16;2021-11-30
podkarpackie;1080;5.08;38;3;35;1672;437;23293;5401;1149;4229;23;t18;2021-11-30
podlaskie;672;5.71;27;4;23;1159;348;14346;2776;718;2019;39;t20;2021-11-30
pomorskie;1699;7.24;10;2;8;2719;731;43507;6790;1788;4876;126;t22;2021-11-30
œl¹skie;4147;9.20;52;12;40;6267;1420;74251;13910;4391;9251;268;t24;2021-11-30
œwiêtokrzyskie;632;5.14;27;4;23;986;245;13416;2761;679;2042;40;t26;2021-11-30
warmiñsko-mazurskie;1095;7.71;31;15;16;1848;351;23528;4701;1172;3484;45;t28;2021-11-30
wielkopolskie;2880;8.23;38;11;27;4299;1026;65270;9426;2994;6291;141;t30;2021-11-30
zachodniopomorskie;1491;8.81;22;2;20;2619;847;32109;5764;1653;4008;103;t32;2021-11-30
