wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;137;45;182;0.04;0.01;0.05;1;0;1;282;0;0;949;191;758;0;t00;2023-09-15
dolnoœl¹skie;3;3;6;0.01;0.01;0.02;0;0;0;6;0;0;33;7;26;0;t02;2023-09-15
kujawsko-pomorskie;4;0;4;0.02;0;0.02;0;0;0;7;0;0;30;4;26;0;t04;2023-09-15
lubelskie;7;4;11;0.03;0.02;0.05;0;0;0;23;0;0;40;14;26;0;t06;2023-09-15
lubuskie;4;1;5;0.04;0.01;0.05;0;0;0;3;0;0;15;5;10;0;t08;2023-09-15
³ódzkie;6;2;8;0.02;0.01;0.03;0;0;0;12;0;0;18;8;10;0;t10;2023-09-15
ma³opolskie;12;1;13;0.04;0.00;0.04;0;0;0;23;0;0;46;13;33;0;t12;2023-09-15
mazowieckie;37;8;45;0.07;0.01;0.08;0;0;0;61;0;0;401;45;356;0;t14;2023-09-15
opolskie;6;1;7;0.06;0.01;0.07;0;0;0;7;0;0;37;8;29;0;t16;2023-09-15
podkarpackie;8;5;13;0.04;0.02;0.06;0;0;0;27;0;0;42;14;28;0;t18;2023-09-15
podlaskie;11;5;16;0.09;0.04;0.14;0;0;0;19;0;0;31;18;13;0;t20;2023-09-15
pomorskie;7;4;11;0.03;0.02;0.05;1;0;1;14;0;0;46;11;35;0;t22;2023-09-15
œl¹skie;9;1;10;0.02;0.00;0.02;0;0;0;24;0;0;39;10;29;0;t24;2023-09-15
œwiêtokrzyskie;1;2;3;0.01;0.02;0.02;0;0;0;3;0;0;5;3;2;0;t26;2023-09-15
warmiñsko-mazurskie;2;2;4;0.01;0.01;0.03;0;0;0;13;0;0;15;4;11;0;t28;2023-09-15
wielkopolskie;9;4;13;0.03;0.01;0.04;0;0;0;17;0;0;31;14;17;0;t30;2023-09-15
zachodniopomorskie;9;2;11;0.05;0.01;0.06;0;0;0;23;0;0;50;11;39;0;t32;2023-09-15
