wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13115;3.42;18;5;13;854;23232;633857;51167;14181;36181;805;t00;2021-11-28
dolnoœl¹skie;1074;3.71;0;0;0;52;1651;45387;3528;1155;2300;73;t02;2021-11-28
kujawsko-pomorskie;762;3.68;3;1;2;64;1396;35602;2798;826;1923;49;t04;2021-11-28
lubelskie;383;1.82;0;0;0;32;1421;28700;1784;437;1332;15;t06;2021-11-28
lubuskie;395;3.91;2;1;1;17;615;18411;1408;415;967;26;t08;2021-11-28
³ódzkie;691;2.82;0;0;0;60;1183;35480;3216;758;2438;20;t10;2021-11-28
ma³opolskie;1136;3.33;0;0;0;41;1706;48453;4127;1211;2878;38;t12;2021-11-28
mazowieckie;2749;5.06;5;1;4;139;4870;114472;9949;2971;6759;219;t14;2021-11-28
opolskie;517;5.27;0;0;0;10;641;19859;1507;551;943;13;t16;2021-11-28
podkarpackie;418;1.97;4;0;4;39;1070;24208;2159;473;1673;13;t18;2021-11-28
podlaskie;193;1.64;0;0;0;5;708;14580;1026;228;788;10;t20;2021-11-28
pomorskie;869;3.70;3;1;2;18;1236;44684;3445;930;2447;68;t22;2021-11-28
œl¹skie;1458;3.23;0;0;0;96;2313;68482;5452;1537;3851;64;t24;2021-11-28
œwiêtokrzyskie;182;1.48;0;0;0;4;442;12866;1158;216;922;20;t26;2021-11-28
warmiñsko-mazurskie;328;2.31;0;0;0;22;779;24011;1287;364;916;7;t28;2021-11-28
wielkopolskie;972;2.78;0;0;0;56;1780;67344;3709;1039;2598;72;t30;2021-11-28
zachodniopomorskie;851;5.03;1;1;0;199;1326;31258;3085;921;2074;90;t32;2021-11-28
