wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4894;1.28;13;7;6;407;6424;267276;29091;5445;23385;261;t00;2021-10-31
dolnoœl¹skie;275;0.95;0;0;0;39;254;13433;1546;297;1239;10;t02;2021-10-31
kujawsko-pomorskie;183;0.88;4;1;3;29;227;10595;1240;202;1016;22;t04;2021-10-31
lubelskie;658;3.13;1;0;1;66;1402;33615;2181;716;1442;23;t06;2021-10-31
lubuskie;57;0.56;0;0;0;11;86;5076;584;65;516;3;t08;2021-10-31
³ódzkie;286;1.17;1;0;1;24;285;16508;1902;312;1582;8;t10;2021-10-31
ma³opolskie;272;0.80;1;1;0;17;318;11203;2120;299;1800;21;t12;2021-10-31
mazowieckie;1154;2.13;6;5;1;95;1308;62013;5332;1285;3980;67;t14;2021-10-31
opolskie;58;0.59;0;0;0;6;84;4232;515;72;441;2;t16;2021-10-31
podkarpackie;210;0.99;0;0;0;12;329;11197;1656;254;1390;12;t18;2021-10-31
podlaskie;317;2.69;0;0;0;9;587;20041;1093;348;726;19;t20;2021-10-31
pomorskie;272;1.16;0;0;0;12;269;15876;1890;296;1574;20;t22;2021-10-31
œl¹skie;287;0.64;0;0;0;50;277;14074;2721;327;2380;14;t24;2021-10-31
œwiêtokrzyskie;72;0.59;0;0;0;4;113;3155;741;85;652;4;t26;2021-10-31
warmiñsko-mazurskie;146;1.03;0;0;0;4;256;14150;832;164;662;6;t28;2021-10-31
wielkopolskie;223;0.64;0;0;0;20;297;16658;1715;241;1464;10;t30;2021-10-31
zachodniopomorskie;344;2.03;0;0;0;9;302;15426;1627;393;1220;14;t32;2021-10-31
