wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;17156;4.47;616;134;482;26839;19225;397998;97860;18824;77718;1318;t00;2021-12-22
dolnoœl¹skie;1626;5.61;41;18;23;1961;1595;30274;7241;1766;5390;85;t02;2021-12-22
kujawsko-pomorskie;958;4.63;28;4;24;1607;1329;19833;5009;1019;3921;69;t04;2021-12-22
lubelskie;464;2.21;25;1;24;1271;811;12873;4568;507;4042;19;t06;2021-12-22
lubuskie;489;4.84;10;9;1;716;522;13544;2384;537;1801;46;t08;2021-12-22
³ódzkie;1111;4.54;61;14;47;1822;1321;24578;6800;1265;5455;80;t10;2021-12-22
ma³opolskie;1604;4.70;53;15;38;2205;1608;33168;8291;1734;6417;140;t12;2021-12-22
mazowieckie;2269;4.18;72;14;58;3523;2709;60041;15507;2550;12788;169;t14;2021-12-22
opolskie;644;6.57;13;1;12;715;508;13277;2450;706;1667;77;t16;2021-12-22
podkarpackie;547;2.57;65;7;58;861;748;14909;4043;611;3419;13;t18;2021-12-22
podlaskie;169;1.44;25;1;24;512;290;5928;1852;195;1641;16;t20;2021-12-22
pomorskie;1165;4.96;21;6;15;1652;1124;28997;6536;1264;5163;109;t22;2021-12-22
œl¹skie;2204;4.89;84;8;76;3706;2291;47284;10702;2439;8107;156;t24;2021-12-22
œwiêtokrzyskie;389;3.16;10;0;10;635;446;8705;2190;422;1744;24;t26;2021-12-22
warmiñsko-mazurskie;568;4.00;30;9;21;1063;832;15436;3382;637;2720;25;t28;2021-12-22
wielkopolskie;1906;5.45;62;23;39;2976;1858;48684;8960;2011;6797;152;t30;2021-12-22
zachodniopomorskie;891;5.26;16;4;12;1584;1145;20382;4583;989;3478;116;t32;2021-12-22
