wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;153;0.04;2;0;2;1460;134;79433;37028;187;36787;54;t00;2021-07-29
dolnoœl¹skie;7;0.02;0;0;0;101;10;7205;2563;9;2551;3;t02;2021-07-29
kujawsko-pomorskie;4;0.02;0;0;0;64;12;2537;1429;6;1422;1;t04;2021-07-29
lubelskie;20;0.10;0;0;0;77;14;3826;2048;26;2014;8;t06;2021-07-29
lubuskie;3;0.03;0;0;0;37;1;1853;924;4;920;0;t08;2021-07-29
³ódzkie;4;0.02;1;0;1;254;9;6805;2532;6;2520;6;t10;2021-07-29
ma³opolskie;23;0.07;0;0;0;98;14;4975;2807;25;2777;5;t12;2021-07-29
mazowieckie;16;0.03;0;0;0;244;20;22736;5109;19;5079;11;t14;2021-07-29
opolskie;1;0.01;0;0;0;21;1;1863;769;2;767;0;t16;2021-07-29
podkarpackie;8;0.04;0;0;0;85;3;2888;1979;10;1968;1;t18;2021-07-29
podlaskie;6;0.05;0;0;0;28;7;2290;913;7;906;0;t20;2021-07-29
pomorskie;14;0.06;0;0;0;87;6;4091;2002;15;1984;3;t22;2021-07-29
œl¹skie;19;0.04;0;0;0;170;14;5958;4207;25;4178;4;t24;2021-07-29
œwiêtokrzyskie;2;0.02;0;0;0;20;0;1585;1060;5;1055;0;t26;2021-07-29
warmiñsko-mazurskie;5;0.04;0;0;0;27;7;1519;1072;6;1066;0;t28;2021-07-29
wielkopolskie;6;0.02;1;0;1;95;8;6664;2261;6;2250;5;t30;2021-07-29
zachodniopomorskie;5;0.03;0;0;0;51;6;2616;1561;5;1552;4;t32;2021-07-29
