wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;167;54;221;0.04;0.01;0.06;0;0;0;1120;0;0;2972;235;2735;2;t00;2024-12-20
dolnoœl¹skie;6;2;8;0.02;0.01;0.03;0;0;0;29;0;0;140;8;132;0;t02;2024-12-20
kujawsko-pomorskie;17;4;21;0.08;0.02;0.10;0;0;0;86;0;0;185;23;162;0;t04;2024-12-20
lubelskie;33;9;42;0.16;0.04;0.20;0;0;0;71;0;0;229;46;183;0;t06;2024-12-20
lubuskie;2;1;3;0.02;0.01;0.03;0;0;0;10;0;0;38;3;35;0;t08;2024-12-20
³ódzkie;9;1;10;0.04;0.00;0.04;0;0;0;64;0;0;140;10;130;0;t10;2024-12-20
ma³opolskie;17;7;24;0.05;0.02;0.07;0;0;0;140;0;0;350;25;324;1;t12;2024-12-20
mazowieckie;16;10;26;0.03;0.02;0.05;0;0;0;129;0;0;637;29;607;1;t14;2024-12-20
opolskie;1;1;2;0.01;0.01;0.02;0;0;0;17;0;0;56;2;54;0;t16;2024-12-20
podkarpackie;12;4;16;0.06;0.02;0.08;0;0;0;216;0;0;361;16;345;0;t18;2024-12-20
podlaskie;14;5;19;0.12;0.04;0.16;0;0;0;111;0;0;139;21;118;0;t20;2024-12-20
pomorskie;2;1;3;0.01;0.00;0.01;0;0;0;28;0;0;98;3;95;0;t22;2024-12-20
œl¹skie;11;2;13;0.02;0.00;0.03;0;0;0;130;0;0;267;13;254;0;t24;2024-12-20
œwiêtokrzyskie;10;1;11;0.08;0.01;0.09;0;0;0;19;0;0;53;11;42;0;t26;2024-12-20
warmiñsko-mazurskie;5;1;6;0.04;0.01;0.04;0;0;0;28;0;0;60;7;53;0;t28;2024-12-20
wielkopolskie;10;4;14;0.03;0.01;0.04;0;0;0;20;0;0;89;14;75;0;t30;2024-12-20
zachodniopomorskie;1;1;2;0.01;0.01;0.01;0;0;0;19;0;0;55;2;53;0;t32;2024-12-20
