wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;357;24;381;0.09;0.01;0.10;0;0;0;34;26;7;6650;448;6172;30;t00;2022-04-10
dolnoœl¹skie;23;2;25;0.08;0.01;0.09;0;0;0;3;1;0;374;33;341;0;t02;2022-04-10
kujawsko-pomorskie;8;0;8;0.04;0;0.04;0;0;0;0;1;0;218;8;208;2;t04;2022-04-10
lubelskie;21;0;21;0.10;0;0.10;0;0;0;0;6;0;383;23;360;0;t06;2022-04-10
lubuskie;3;0;3;0.03;0;0.03;0;0;0;0;0;0;138;4;134;0;t08;2022-04-10
³ódzkie;23;1;24;0.09;0.00;0.10;0;0;0;2;2;0;449;33;415;1;t10;2022-04-10
ma³opolskie;35;2;37;0.10;0.01;0.11;0;0;0;6;1;0;612;39;571;2;t12;2022-04-10
mazowieckie;69;7;76;0.13;0.01;0.14;0;0;0;15;7;3;1385;87;1294;4;t14;2022-04-10
opolskie;14;0;14;0.14;0;0.14;0;0;0;0;0;0;126;16;108;2;t16;2022-04-10
podkarpackie;16;0;16;0.08;0;0.08;0;0;0;2;4;0;350;20;327;3;t18;2022-04-10
podlaskie;12;0;12;0.10;0;0.10;0;0;0;2;0;0;109;14;95;0;t20;2022-04-10
pomorskie;21;2;23;0.09;0.01;0.10;0;0;0;2;0;0;379;25;346;8;t22;2022-04-10
œl¹skie;38;2;40;0.08;0.00;0.09;0;0;0;0;1;2;552;46;504;2;t24;2022-04-10
œwiêtokrzyskie;15;0;15;0.12;0;0.12;0;0;0;0;0;1;271;21;248;2;t26;2022-04-10
warmiñsko-mazurskie;16;2;18;0.11;0.01;0.13;0;0;0;0;2;0;159;19;140;0;t28;2022-04-10
wielkopolskie;17;4;21;0.05;0.01;0.06;0;0;0;1;1;0;378;26;351;1;t30;2022-04-10
zachodniopomorskie;15;2;17;0.09;0.01;0.10;0;0;0;1;0;1;220;21;197;2;t32;2022-04-10
