wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;423;57;480;0.11;0.01;0.13;0;0;0;19;0;0;2663;531;2121;11;t00;2022-09-04
dolnoœl¹skie;23;4;27;0.08;0.01;0.09;0;0;0;2;0;0;112;29;83;0;t02;2022-09-04
kujawsko-pomorskie;7;4;11;0.03;0.02;0.05;0;0;0;1;0;0;73;12;59;2;t04;2022-09-04
lubelskie;20;2;22;0.10;0.01;0.10;0;0;0;1;0;0;137;24;113;0;t06;2022-09-04
lubuskie;4;1;5;0.04;0.01;0.05;0;0;0;0;0;0;42;5;37;0;t08;2022-09-04
³ódzkie;19;0;19;0.08;0;0.08;0;0;0;1;0;0;116;19;96;1;t10;2022-09-04
ma³opolskie;30;3;33;0.09;0.01;0.10;0;0;0;0;0;0;219;36;182;1;t12;2022-09-04
mazowieckie;57;6;63;0.11;0.01;0.12;0;0;0;1;0;0;568;71;497;0;t14;2022-09-04
opolskie;12;3;15;0.12;0.03;0.15;0;0;0;0;0;0;67;16;50;1;t16;2022-09-04
podkarpackie;31;5;36;0.15;0.02;0.17;0;0;0;0;0;0;188;45;143;0;t18;2022-09-04
podlaskie;15;1;16;0.13;0.01;0.14;0;0;0;2;0;0;49;16;33;0;t20;2022-09-04
pomorskie;8;1;9;0.03;0.00;0.04;0;0;0;0;0;0;90;9;81;0;t22;2022-09-04
œl¹skie;39;4;43;0.09;0.01;0.10;0;0;0;0;0;0;269;47;219;3;t24;2022-09-04
œwiêtokrzyskie;13;2;15;0.11;0.02;0.12;0;0;0;0;0;0;183;20;163;0;t26;2022-09-04
warmiñsko-mazurskie;16;1;17;0.11;0.01;0.12;0;0;0;0;0;0;61;18;43;0;t28;2022-09-04
wielkopolskie;16;4;20;0.05;0.01;0.06;0;0;0;0;0;0;94;24;69;1;t30;2022-09-04
zachodniopomorskie;16;3;19;0.09;0.02;0.11;0;0;0;0;0;0;69;21;48;0;t32;2022-09-04
