wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;198;0.05;4;1;3;1682;119;68287;41444;248;41110;86;t00;2021-08-10
dolnoœl¹skie;11;0.04;0;0;0;138;6;6599;2697;15;2677;5;t02;2021-08-10
kujawsko-pomorskie;3;0.01;0;0;0;86;8;2024;1753;3;1740;10;t04;2021-08-10
lubelskie;16;0.08;0;0;0;85;6;3281;1870;18;1849;3;t06;2021-08-10
lubuskie;2;0.02;0;0;0;41;2;1723;1061;4;1054;3;t08;2021-08-10
³ódzkie;12;0.05;0;0;0;99;7;5375;3179;14;3155;10;t10;2021-08-10
ma³opolskie;17;0.05;0;0;0;138;20;4542;3073;26;3040;7;t12;2021-08-10
mazowieckie;25;0.05;0;0;0;302;12;19241;5325;34;5285;6;t14;2021-08-10
opolskie;6;0.06;0;0;0;32;2;1753;962;9;952;1;t16;2021-08-10
podkarpackie;14;0.07;1;0;1;76;6;2151;2451;22;2428;1;t18;2021-08-10
podlaskie;5;0.04;1;0;1;47;5;1591;1106;5;1098;3;t20;2021-08-10
pomorskie;16;0.07;0;0;0;131;4;3892;2265;17;2243;5;t22;2021-08-10
œl¹skie;22;0.05;0;0;0;182;17;5752;4682;26;4646;10;t24;2021-08-10
œwiêtokrzyskie;5;0.04;0;0;0;34;7;1112;1369;7;1358;4;t26;2021-08-10
warmiñsko-mazurskie;12;0.08;0;0;0;55;6;1308;1277;13;1262;2;t28;2021-08-10
wielkopolskie;14;0.04;2;1;1;161;5;5737;2662;15;2641;6;t30;2021-08-10
zachodniopomorskie;8;0.05;0;0;0;73;5;2176;1730;9;1720;1;t32;2021-08-10
