wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13644;3.56;220;58;162;41463;7587;381895;76080;14881;60619;580;t00;2021-11-08
dolnoœl¹skie;704;2.43;8;3;5;2465;415;20473;4695;781;3885;29;t02;2021-11-08
kujawsko-pomorskie;770;3.72;14;0;14;2106;258;15395;4315;839;3444;32;t04;2021-11-08
lubelskie;1605;7.63;64;16;48;4081;1174;32006;5976;1716;4222;38;t06;2021-11-08
lubuskie;264;2.61;2;0;2;1015;96;9191;1952;300;1640;12;t08;2021-11-08
³ódzkie;795;3.25;14;5;9;2673;433;24891;5435;873;4525;37;t10;2021-11-08
ma³opolskie;1011;2.96;23;12;11;2555;386;19637;5315;1087;4196;32;t12;2021-11-08
mazowieckie;2823;5.20;28;7;21;7206;1764;91570;13247;3135;9961;151;t14;2021-11-08
opolskie;205;2.09;3;1;2;862;147;7273;1438;233;1201;4;t16;2021-11-08
podkarpackie;606;2.85;1;0;1;1842;350;15853;4229;660;3550;19;t18;2021-11-08
podlaskie;640;5.44;10;0;10;2256;619;21844;2511;700;1799;12;t20;2021-11-08
pomorskie;858;3.66;2;0;2;2298;289;26218;4421;912;3470;39;t22;2021-11-08
œl¹skie;859;1.91;20;10;10;3581;415;25753;6349;947;5353;49;t24;2021-11-08
œwiêtokrzyskie;264;2.15;6;1;5;897;110;6657;1921;295;1612;14;t26;2021-11-08
warmiñsko-mazurskie;607;4.27;11;2;9;1915;225;15986;3063;646;2397;20;t28;2021-11-08
wielkopolskie;783;2.24;9;1;8;3357;394;28797;4755;815;3895;45;t30;2021-11-08
zachodniopomorskie;699;4.13;5;0;5;2282;455;20269;3778;779;2962;37;t32;2021-11-08
