wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13;6;19;0.00;0.00;0.00;0;0;0;2;0;0;526;20;505;1;t00;2024-12-14
dolnoœl¹skie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t02;2024-12-14
kujawsko-pomorskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t04;2024-12-14
lubelskie;6;1;7;0.03;0.00;0.03;0;0;0;0;0;0;48;7;41;0;t06;2024-12-14
lubuskie;0;1;1;0;0.01;0.01;0;0;0;0;0;0;2;1;1;0;t08;2024-12-14
³ódzkie;0;1;1;0;0.00;0.00;0;0;0;0;0;0;1;1;0;0;t10;2024-12-14
ma³opolskie;0;0;0;0;0;0;0;0;0;2;0;0;7;0;7;0;t12;2024-12-14
mazowieckie;2;1;3;0.00;0.00;0.01;0;0;0;0;0;0;313;3;310;0;t14;2024-12-14
opolskie;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0;t16;2024-12-14
podkarpackie;0;0;0;0;0;0;0;0;0;0;0;0;21;0;20;1;t18;2024-12-14
podlaskie;0;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;t20;2024-12-14
pomorskie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;17;1;16;0;t22;2024-12-14
œl¹skie;1;0;1;0.00;0;0.00;0;0;0;0;0;0;25;1;24;0;t24;2024-12-14
œwiêtokrzyskie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t26;2024-12-14
warmiñsko-mazurskie;1;0;1;0.01;0;0.01;0;0;0;0;0;0;4;1;3;0;t28;2024-12-14
wielkopolskie;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;t30;2024-12-14
zachodniopomorskie;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t32;2024-12-14
