wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;204;0.05;0;0;0;334;208;53308;31891;249;31591;51;t00;2021-08-28
dolnoœl¹skie;10;0.03;0;0;0;18;19;5194;1610;12;1595;3;t02;2021-08-28
kujawsko-pomorskie;7;0.03;0;0;0;4;9;1474;1109;8;1096;5;t04;2021-08-28
lubelskie;9;0.04;0;0;0;10;9;2384;1629;12;1614;3;t06;2021-08-28
lubuskie;5;0.05;0;0;0;5;2;1310;552;6;546;0;t08;2021-08-28
³ódzkie;10;0.04;0;0;0;21;20;3942;2111;14;2094;3;t10;2021-08-28
ma³opolskie;30;0.09;0;0;0;48;30;3248;3220;32;3183;5;t12;2021-08-28
mazowieckie;33;0.06;0;0;0;78;30;16179;3648;38;3601;9;t14;2021-08-28
opolskie;4;0.04;0;0;0;2;5;1269;769;5;763;1;t16;2021-08-28
podkarpackie;15;0.07;0;0;0;84;11;1495;2351;21;2330;0;t18;2021-08-28
podlaskie;13;0.11;0;0;0;7;5;1128;781;13;768;0;t20;2021-08-28
pomorskie;13;0.06;0;0;0;3;11;3058;1829;14;1813;2;t22;2021-08-28
œl¹skie;17;0.04;0;0;0;13;17;4461;3304;18;3280;6;t24;2021-08-28
œwiêtokrzyskie;7;0.06;0;0;0;2;3;675;1056;19;1033;4;t26;2021-08-28
warmiñsko-mazurskie;3;0.02;0;0;0;8;8;1001;737;4;733;0;t28;2021-08-28
wielkopolskie;11;0.03;0;0;0;21;13;4587;1757;14;1739;4;t30;2021-08-28
zachodniopomorskie;7;0.04;0;0;0;9;14;1871;1298;8;1288;2;t32;2021-08-28
