wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;153;20;173;0.04;0.01;0.05;0;0;0;3;0;0;2842;212;2622;8;t00;2022-10-23
dolnoœl¹skie;17;2;19;0.06;0.01;0.07;0;0;0;0;0;0;103;22;80;1;t02;2022-10-23
kujawsko-pomorskie;10;1;11;0.05;0.00;0.05;0;0;0;0;0;0;56;11;45;0;t04;2022-10-23
lubelskie;7;0;7;0.03;0;0.03;0;0;0;0;0;0;168;8;160;0;t06;2022-10-23
lubuskie;6;0;6;0.06;0;0.06;0;0;0;0;0;0;49;7;41;1;t08;2022-10-23
³ódzkie;14;1;15;0.06;0.00;0.06;0;0;0;1;0;0;121;15;105;1;t10;2022-10-23
ma³opolskie;12;2;14;0.04;0.01;0.04;0;0;0;0;0;0;178;14;161;3;t12;2022-10-23
mazowieckie;23;3;26;0.04;0.01;0.05;0;0;0;0;0;0;562;33;528;1;t14;2022-10-23
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;62;5;57;0;t16;2022-10-23
podkarpackie;11;1;12;0.05;0.00;0.06;0;0;0;0;0;0;189;15;174;0;t18;2022-10-23
podlaskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;44;2;42;0;t20;2022-10-23
pomorskie;11;3;14;0.05;0.01;0.06;0;0;0;0;0;0;426;25;401;0;t22;2022-10-23
œl¹skie;11;3;14;0.02;0.01;0.03;0;0;0;1;0;0;216;16;200;0;t24;2022-10-23
œwiêtokrzyskie;5;1;6;0.04;0.01;0.05;0;0;0;0;0;0;119;8;110;1;t26;2022-10-23
warmiñsko-mazurskie;6;0;6;0.04;0;0.04;0;0;0;0;0;0;68;6;62;0;t28;2022-10-23
wielkopolskie;6;1;7;0.02;0.00;0.02;0;0;0;1;0;0;131;9;122;0;t30;2022-10-23
zachodniopomorskie;5;0;5;0.03;0;0.03;0;0;0;0;0;0;73;6;67;0;t32;2022-10-23
