wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;684;229;913;0.18;0.06;0.24;7;2;5;2440;0;0;8287;994;7260;33;t00;2022-12-05
dolnoœl¹skie;72;21;93;0.25;0.07;0.32;1;0;1;189;0;0;544;95;448;1;t02;2022-12-05
kujawsko-pomorskie;51;16;67;0.25;0.08;0.32;0;0;0;170;0;0;487;76;410;1;t04;2022-12-05
lubelskie;30;6;36;0.14;0.03;0.17;1;0;1;150;0;0;776;39;733;4;t06;2022-12-05
lubuskie;12;5;17;0.12;0.05;0.17;0;0;0;47;0;0;128;19;109;0;t08;2022-12-05
³ódzkie;32;6;38;0.13;0.02;0.16;1;1;0;122;0;0;351;40;309;2;t10;2022-12-05
ma³opolskie;47;14;61;0.14;0.04;0.18;0;0;0;255;0;0;592;65;527;0;t12;2022-12-05
mazowieckie;86;28;114;0.16;0.05;0.21;2;0;2;318;0;0;1181;122;1052;7;t14;2022-12-05
opolskie;22;8;30;0.22;0.08;0.31;0;0;0;71;0;0;321;33;287;1;t16;2022-12-05
podkarpackie;22;5;27;0.10;0.02;0.13;1;0;1;83;0;0;377;32;343;2;t18;2022-12-05
podlaskie;25;5;30;0.21;0.04;0.25;0;0;0;124;0;0;359;32;325;2;t20;2022-12-05
pomorskie;44;15;59;0.19;0.06;0.25;0;0;0;140;0;0;389;61;327;1;t22;2022-12-05
œl¹skie;63;27;90;0.14;0.06;0.20;0;0;0;276;0;0;781;100;680;1;t24;2022-12-05
œwiêtokrzyskie;17;10;27;0.14;0.08;0.22;1;1;0;97;0;0;279;27;251;1;t26;2022-12-05
warmiñsko-mazurskie;22;12;34;0.15;0.08;0.24;0;0;0;99;0;0;398;38;360;0;t28;2022-12-05
wielkopolskie;72;22;94;0.21;0.06;0.27;0;0;0;168;0;0;533;102;427;4;t30;2022-12-05
zachodniopomorskie;48;26;74;0.28;0.15;0.44;0;0;0;129;0;0;367;80;283;4;t32;2022-12-05
