wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4029;1.05;227;53;174;18504;4970;137467;43493;4728;38229;536;t00;2021-02-08
dolnoœl¹skie;206;0.71;12;7;5;1082;316;8040;2798;248;2515;35;t02;2021-02-08
kujawsko-pomorskie;339;1.64;14;1;13;1492;460;10119;3165;382;2744;39;t04;2021-02-08
lubelskie;200;0.95;27;4;23;880;248;6243;2052;235;1788;29;t06;2021-02-08
lubuskie;73;0.72;3;3;0;606;172;4386;1087;78;1001;8;t08;2021-02-08
³ódzkie;179;0.73;16;7;9;954;214;8398;2993;239;2689;65;t10;2021-02-08
ma³opolskie;191;0.56;19;8;11;856;226;6858;2659;212;2415;32;t12;2021-02-08
mazowieckie;602;1.11;19;5;14;3030;748;27277;5750;714;4945;91;t14;2021-02-08
opolskie;62;0.63;9;1;8;311;114;2459;1075;75;991;9;t16;2021-02-08
podkarpackie;158;0.74;5;0;5;716;190;4937;2120;216;1876;28;t18;2021-02-08
podlaskie;200;1.70;4;0;4;739;199;4302;1061;225;830;6;t20;2021-02-08
pomorskie;403;1.72;11;3;8;1583;489;13258;2952;451;2454;47;t22;2021-02-08
œl¹skie;369;0.82;28;1;27;1844;363;10244;4451;430;3987;34;t24;2021-02-08
œwiêtokrzyskie;62;0.50;8;2;6;284;106;2026;1167;88;1054;25;t26;2021-02-08
warmiñsko-mazurskie;491;3.46;18;4;14;1330;285;8171;2674;517;2137;20;t28;2021-02-08
wielkopolskie;208;0.59;25;7;18;1745;489;13188;3182;270;2881;31;t30;2021-02-08
zachodniopomorskie;192;1.13;9;0;9;1043;300;7553;2315;233;2058;24;t32;2021-02-08
