wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13227;3.45;644;216;428;43722;22940;367577;81902;14675;66002;1225;t00;2021-04-12
dolnoœl¹skie;1276;4.40;46;23;23;3643;2236;33535;5989;1399;4521;69;t02;2021-04-12
kujawsko-pomorskie;758;3.66;74;13;61;2455;1070;16924;4138;803;3274;61;t04;2021-04-12
lubelskie;817;3.88;36;3;33;2395;701;14762;4413;878;3494;41;t06;2021-04-12
lubuskie;295;2.92;25;24;1;1148;612;9144;2284;341;1930;13;t08;2021-04-12
³ódzkie;1073;4.38;38;8;30;3039;1449;23879;5939;1200;4664;75;t10;2021-04-12
ma³opolskie;1080;3.16;110;67;43;3428;1896;32498;6526;1204;5170;152;t12;2021-04-12
mazowieckie;1766;3.25;70;22;48;5131;3443;56825;10868;2005;8645;218;t14;2021-04-12
opolskie;214;2.18;16;4;12;1113;629;8629;2124;236;1881;7;t16;2021-04-12
podkarpackie;525;2.47;19;0;19;1778;803;17045;3952;638;3269;45;t18;2021-04-12
podlaskie;264;2.24;7;2;5;1097;360;6611;1656;295;1344;17;t20;2021-04-12
pomorskie;614;2.62;49;7;42;2029;1240;19733;4882;669;4142;71;t22;2021-04-12
œl¹skie;1666;3.70;87;18;69;6554;4009;53821;8611;1857;6565;189;t24;2021-04-12
œwiêtokrzyskie;487;3.96;14;6;8;1265;465;10666;2357;545;1733;79;t26;2021-04-12
warmiñsko-mazurskie;490;3.45;19;1;18;1566;460;9017;2914;524;2358;32;t28;2021-04-12
wielkopolskie;1184;3.38;30;17;13;5109;2730;40969;6119;1293;4765;61;t30;2021-04-12
zachodniopomorskie;543;3.21;4;1;3;1940;779;13123;3343;594;2680;69;t32;2021-04-12
