wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;29253;7.63;131;36;95;1291;24103;446762;86516;31062;53467;1987;t00;2021-03-27
dolnoœl¹skie;2207;7.61;4;4;0;63;2140;35325;5641;2328;3184;129;t02;2021-03-27
kujawsko-pomorskie;1537;7.43;6;0;6;147;1304;22237;5354;1808;3419;127;t04;2021-03-27
lubelskie;860;4.09;7;1;6;82;748;15474;3069;908;2129;32;t06;2021-03-27
lubuskie;636;6.30;1;1;0;19;688;11824;2342;712;1605;25;t08;2021-03-27
³ódzkie;1580;6.45;10;5;5;84;1194;26075;5072;1663;3350;59;t10;2021-03-27
ma³opolskie;2404;7.04;6;1;5;62;1811;38050;6011;2476;3334;201;t12;2021-03-27
mazowieckie;4652;8.57;21;6;15;245;3849;76040;14013;5054;8416;543;t14;2021-03-27
opolskie;668;6.81;2;0;2;22;482;8639;2112;691;1394;27;t16;2021-03-27
podkarpackie;1333;6.27;20;1;19;77;1184;23572;3491;1413;2057;21;t18;2021-03-27
podlaskie;356;3.03;5;2;3;2;454;7950;1260;381;860;19;t20;2021-03-27
pomorskie;1874;7.99;2;0;2;62;1722;29924;5899;1942;3830;127;t22;2021-03-27
œl¹skie;4647;10.31;9;0;9;158;3443;60818;10678;4801;5634;243;t24;2021-03-27
œwiêtokrzyskie;718;5.84;3;0;3;20;667;11373;2536;888;1529;119;t26;2021-03-27
warmiñsko-mazurskie;885;6.23;0;0;0;31;903;15673;2643;916;1675;52;t28;2021-03-27
wielkopolskie;3652;10.43;26;15;11;174;2515;47562;9324;3745;5445;134;t30;2021-03-27
zachodniopomorskie;872;5.15;9;0;9;43;845;16138;3044;944;2020;80;t32;2021-03-27
