wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;26405;6.88;349;88;261;41266;20254;396680;87609;29142;56584;1883;t00;2021-03-19
dolnoœl¹skie;2226;7.68;19;8;11;2969;1372;28856;6853;2599;4157;97;t02;2021-03-19
kujawsko-pomorskie;1489;7.20;25;4;21;2473;1328;20708;5214;1728;3390;96;t04;2021-03-19
lubelskie;728;3.46;17;5;12;1623;648;14081;3390;779;2564;47;t06;2021-03-19
lubuskie;773;7.65;12;7;5;1180;788;11742;2366;816;1516;34;t08;2021-03-19
³ódzkie;1419;5.79;15;2;13;2619;1073;21503;5327;1488;3783;56;t10;2021-03-19
ma³opolskie;2138;6.26;25;17;8;3146;1586;30772;6126;2227;3762;137;t12;2021-03-19
mazowieckie;4166;7.67;40;14;26;6571;2902;73184;15253;4825;9779;649;t14;2021-03-19
opolskie;472;4.81;18;0;18;697;316;7660;1488;523;943;22;t16;2021-03-19
podkarpackie;1398;6.58;33;3;30;1978;1153;22933;4225;1714;2476;35;t18;2021-03-19
podlaskie;522;4.44;18;0;18;930;441;8715;1885;560;1306;19;t20;2021-03-19
pomorskie;1842;7.85;11;3;8;2640;1723;31497;5418;1918;3366;134;t22;2021-03-19
œl¹skie;3600;7.99;54;13;41;5999;2805;49487;9795;3735;5931;129;t24;2021-03-19
œwiêtokrzyskie;736;5.98;9;1;8;1066;511;8947;2714;887;1623;204;t26;2021-03-19
warmiñsko-mazurskie;869;6.12;13;2;11;1592;1196;16811;2806;906;1860;40;t28;2021-03-19
wielkopolskie;2791;7.97;31;8;23;4174;1598;36311;8041;3129;4817;95;t30;2021-03-19
zachodniopomorskie;864;5.10;9;1;8;1590;658;13346;3014;917;2041;56;t32;2021-03-19
