wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1320;460;1780;0.34;0.12;0.46;17;6;11;2295;0;0;8883;1961;6900;22;t00;2023-04-03
dolnoœl¹skie;79;17;96;0.27;0.06;0.33;0;0;0;118;0;0;402;103;298;1;t02;2023-04-03
kujawsko-pomorskie;88;28;116;0.43;0.14;0.56;2;0;2;204;0;0;589;124;463;2;t04;2023-04-03
lubelskie;105;46;151;0.50;0.22;0.72;1;0;1;125;0;0;878;171;705;2;t06;2023-04-03
lubuskie;28;8;36;0.28;0.08;0.36;1;1;0;43;0;0;154;39;115;0;t08;2023-04-03
³ódzkie;82;24;106;0.33;0.10;0.43;1;1;0;168;0;0;474;116;354;4;t10;2023-04-03
ma³opolskie;85;32;117;0.25;0.09;0.34;0;0;0;214;0;0;529;122;407;0;t12;2023-04-03
mazowieckie;256;90;346;0.47;0.17;0.64;4;2;2;315;0;0;1287;380;904;3;t14;2023-04-03
opolskie;31;9;40;0.32;0.09;0.41;0;0;0;26;0;0;327;51;275;1;t16;2023-04-03
podkarpackie;51;19;70;0.24;0.09;0.33;2;2;0;168;0;0;496;77;419;0;t18;2023-04-03
podlaskie;61;19;80;0.52;0.16;0.68;0;0;0;125;0;0;343;87;256;0;t20;2023-04-03
pomorskie;74;20;94;0.32;0.09;0.40;0;0;0;138;0;0;416;96;319;1;t22;2023-04-03
œl¹skie;92;30;122;0.20;0.07;0.27;3;0;3;184;0;0;860;139;716;5;t24;2023-04-03
œwiêtokrzyskie;53;16;69;0.43;0.13;0.56;0;0;0;50;0;0;231;80;151;0;t26;2023-04-03
warmiñsko-mazurskie;62;18;80;0.44;0.13;0.56;1;0;1;101;0;0;421;88;332;1;t28;2023-04-03
wielkopolskie;76;37;113;0.22;0.11;0.32;1;0;1;94;0;0;393;119;273;1;t30;2023-04-03
zachodniopomorskie;87;44;131;0.51;0.26;0.77;1;0;1;221;0;0;697;136;560;1;t32;2023-04-03
