wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;2886;1274;4160;0.75;0.33;1.08;35;16;19;4048;0;0;8676;4292;4378;6;t00;2023-12-18
dolnoœl¹skie;170;71;241;0.59;0.24;0.83;0;0;0;173;0;0;422;249;173;0;t02;2023-12-18
kujawsko-pomorskie;220;115;335;1.06;0.56;1.62;3;0;3;332;0;0;704;347;355;2;t04;2023-12-18
lubelskie;245;108;353;1.16;0.51;1.68;2;0;2;391;0;0;708;366;342;0;t06;2023-12-18
lubuskie;111;49;160;1.10;0.49;1.58;5;0;5;153;0;0;287;160;127;0;t08;2023-12-18
³ódzkie;149;58;207;0.61;0.24;0.85;2;1;1;264;0;0;394;212;182;0;t10;2023-12-18
ma³opolskie;175;73;248;0.51;0.21;0.73;3;3;0;306;0;0;533;253;280;0;t12;2023-12-18
mazowieckie;466;182;648;0.86;0.34;1.19;6;6;0;546;0;0;1490;666;822;2;t14;2023-12-18
opolskie;52;32;84;0.53;0.33;0.86;0;0;0;54;0;0;163;84;78;1;t16;2023-12-18
podkarpackie;185;46;231;0.87;0.22;1.09;4;4;0;224;0;0;449;238;211;0;t18;2023-12-18
podlaskie;79;50;129;0.67;0.42;1.10;1;0;1;146;0;0;316;132;184;0;t20;2023-12-18
pomorskie;127;62;189;0.54;0.26;0.81;2;2;0;133;0;0;434;195;239;0;t22;2023-12-18
œl¹skie;334;182;516;0.74;0.40;1.14;0;0;0;516;0;0;1093;532;561;0;t24;2023-12-18
œwiêtokrzyskie;94;34;128;0.76;0.28;1.04;0;0;0;110;0;0;200;130;69;1;t26;2023-12-18
warmiñsko-mazurskie;103;45;148;0.73;0.32;1.04;1;0;1;155;0;0;348;151;197;0;t28;2023-12-18
wielkopolskie;228;94;322;0.65;0.27;0.92;5;0;5;306;0;0;505;326;179;0;t30;2023-12-18
zachodniopomorskie;123;69;192;0.73;0.41;1.13;1;0;1;235;0;0;441;196;245;0;t32;2023-12-18
