wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;8675;914;9589;2.26;0.24;2.50;16;1;15;671;36343;198657;51975;10779;40326;870;t00;2022-02-20
dolnoœl¹skie;512;37;549;1.77;0.13;1.89;0;0;0;22;2592;14587;2818;634;2145;39;t02;2022-02-20
kujawsko-pomorskie;873;117;990;4.22;0.57;4.78;4;0;4;47;3707;17061;3676;1082;2472;122;t04;2022-02-20
lubelskie;324;48;372;1.54;0.23;1.77;0;0;0;45;2052;9656;2324;430;1872;22;t06;2022-02-20
lubuskie;381;36;417;3.77;0.36;4.13;2;1;1;4;1230;8136;1689;482;1163;44;t08;2022-02-20
³ódzkie;495;50;545;2.02;0.20;2.23;8;0;8;42;2453;11804;3232;646;2532;54;t10;2022-02-20
ma³opolskie;444;39;483;1.30;0.11;1.41;0;0;0;26;1972;11583;3369;523;2806;40;t12;2022-02-20
mazowieckie;1633;158;1791;3.01;0.29;3.30;2;0;2;86;4657;32081;9432;2036;7221;175;t14;2022-02-20
opolskie;149;22;171;1.52;0.22;1.74;0;0;0;124;652;5125;1097;197;891;9;t16;2022-02-20
podkarpackie;137;17;154;0.64;0.08;0.72;0;0;0;11;825;5373;1820;174;1641;5;t18;2022-02-20
podlaskie;199;20;219;1.69;0.17;1.86;0;0;0;4;801;5103;1314;257;1034;23;t20;2022-02-20
pomorskie;556;63;619;2.37;0.27;2.64;0;0;0;22;2502;11958;3855;693;3078;84;t22;2022-02-20
œl¹skie;688;65;753;1.53;0.14;1.67;0;0;0;41;3333;16024;5699;880;4756;63;t24;2022-02-20
œwiêtokrzyskie;219;10;229;1.78;0.08;1.86;0;0;0;10;1043;6308;1388;252;1109;27;t26;2022-02-20
warmiñsko-mazurskie;393;49;442;2.77;0.34;3.11;0;0;0;12;1290;7243;1739;481;1241;17;t28;2022-02-20
wielkopolskie;1000;118;1118;2.86;0.34;3.19;0;0;0;29;5242;26284;4790;1200;3511;79;t30;2022-02-20
zachodniopomorskie;624;64;688;3.69;0.38;4.06;0;0;0;146;1893;9956;2691;753;1876;62;t32;2022-02-20
