wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;31757;8.28;448;110;338;46921;28491;480926;101079;33742;65131;2206;t00;2021-03-26
dolnoœl¹skie;2709;9.35;28;20;8;3681;2369;37775;7332;2944;4276;112;t02;2021-03-26
kujawsko-pomorskie;1503;7.26;23;1;22;2664;1852;24296;5910;1779;4048;83;t04;2021-03-26
lubelskie;1025;4.87;20;4;16;2018;813;16800;3953;1081;2819;53;t06;2021-03-26
lubuskie;840;8.32;31;12;19;1204;850;12680;2817;888;1903;26;t08;2021-03-26
³ódzkie;1694;6.92;23;5;18;3124;1438;28063;6319;1789;4472;58;t10;2021-03-26
ma³opolskie;2725;7.98;24;15;9;3851;2359;40407;7460;2831;4400;229;t12;2021-03-26
mazowieckie;5205;9.59;49;14;35;6653;4874;82013;16972;5626;10794;552;t14;2021-03-26
opolskie;653;6.66;16;1;15;829;647;9360;1973;692;1261;20;t16;2021-03-26
podkarpackie;1480;6.96;38;2;36;2043;1368;25564;4368;1580;2741;47;t18;2021-03-26
podlaskie;559;4.75;17;0;17;1037;551;8829;1984;579;1377;28;t20;2021-03-26
pomorskie;1986;8.46;26;6;20;2554;1840;32306;6711;2067;4447;197;t22;2021-03-26
œl¹skie;5044;11.19;61;19;42;7192;3909;65617;12661;5225;7195;241;t24;2021-03-26
œwiêtokrzyskie;939;7.63;25;1;24;1243;681;12082;3123;1000;1914;209;t26;2021-03-26
warmiñsko-mazurskie;760;5.35;24;4;20;1673;1197;17280;2673;800;1838;35;t28;2021-03-26
wielkopolskie;3146;8.99;31;6;25;5240;2667;50798;8274;3251;4849;174;t30;2021-03-26
zachodniopomorskie;1038;6.13;12;0;12;1880;895;16937;3827;1134;2591;102;t32;2021-03-26
