wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;54477;14.20;307;69;238;48312;42442;602336;175104;64116;106957;4031;t00;2022-02-02
dolnoœl¹skie;4537;15.65;15;8;7;3256;3798;45908;13079;5243;7354;482;t02;2022-02-02
kujawsko-pomorskie;3123;15.09;10;2;8;3107;1520;22401;9494;3725;5643;126;t04;2022-02-02
lubelskie;2735;13.00;15;1;14;3302;2906;36110;10142;3179;6852;111;t06;2022-02-02
lubuskie;1142;11.30;8;3;5;1303;496;11984;3772;1328;2362;82;t08;2022-02-02
³ódzkie;3902;15.93;18;6;12;3267;2737;46597;12775;4743;7792;240;t10;2022-02-02
ma³opolskie;3821;11.19;28;6;22;2905;3215;40295;12206;4524;7319;363;t12;2022-02-02
mazowieckie;7858;14.48;21;8;13;5957;7303;93343;27315;9158;17476;681;t14;2022-02-02
opolskie;1522;15.52;2;0;2;1123;989;16723;4452;1813;2539;100;t16;2022-02-02
podkarpackie;1913;9.00;23;1;22;1869;2410;33743;6800;2241;4495;64;t18;2022-02-02
podlaskie;1274;10.83;12;3;9;1356;1036;12885;4225;1519;2650;56;t20;2022-02-02
pomorskie;3722;15.86;17;0;17;3571;3048;51646;12288;4369;7522;397;t22;2022-02-02
œl¹skie;8362;18.55;37;4;33;6448;5782;89644;24554;9921;13994;639;t24;2022-02-02
œwiêtokrzyskie;1206;9.80;8;1;7;1215;981;11255;3935;1414;2424;97;t26;2022-02-02
warmiñsko-mazurskie;1897;13.35;7;0;7;2008;1668;16321;6767;2274;4415;78;t28;2022-02-02
wielkopolskie;5154;14.72;73;26;47;5007;2965;46710;14056;5929;7804;323;t30;2022-02-02
zachodniopomorskie;2060;12.17;13;0;13;2546;1495;26591;7062;2472;4421;169;t32;2022-02-02
