wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;14667;3.82;35;19;16;1147;12312;263467;72940;16791;55197;952;t00;2022-01-15
dolnoœl¹skie;1329;4.59;0;0;0;62;1038;20238;4854;1512;3286;56;t02;2022-01-15
kujawsko-pomorskie;447;2.16;1;0;1;61;493;9548;3083;534;2507;42;t04;2022-01-15
lubelskie;491;2.33;0;0;0;65;381;11882;2823;560;2236;27;t06;2022-01-15
lubuskie;241;2.39;1;1;0;20;345;4994;1562;278;1263;21;t08;2022-01-15
³ódzkie;710;2.90;3;0;3;52;571;14139;4194;863;3302;29;t10;2022-01-15
ma³opolskie;2269;6.65;0;0;0;125;1777;27944;8820;2586;6139;95;t12;2022-01-15
mazowieckie;2578;4.75;19;17;2;158;2185;48556;12831;2926;9635;270;t14;2022-01-15
opolskie;335;3.42;0;0;0;17;287;7448;1409;382;1005;22;t16;2022-01-15
podkarpackie;795;3.74;0;0;0;100;493;14993;3463;897;2560;6;t18;2022-01-15
podlaskie;222;1.89;1;0;1;14;123;4999;1279;243;1017;19;t20;2022-01-15
pomorskie;814;3.47;1;0;1;78;867;20394;4711;964;3628;119;t22;2022-01-15
œl¹skie;2068;4.59;0;0;0;140;1549;32985;8484;2351;6020;113;t24;2022-01-15
œwiêtokrzyskie;301;2.45;5;0;5;10;285;5245;1780;340;1418;22;t26;2022-01-15
warmiñsko-mazurskie;362;2.55;0;0;0;19;272;8240;1664;411;1236;17;t28;2022-01-15
wielkopolskie;1007;2.88;1;1;0;78;998;21087;6295;1155;5091;49;t30;2022-01-15
zachodniopomorskie;569;3.36;3;0;3;148;605;10697;3339;657;2648;34;t32;2022-01-15
