wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1355;611;1966;0.35;0.16;0.51;4;1;3;1679;0;0;3610;2032;1575;3;t00;2024-08-26
dolnoœl¹skie;65;36;101;0.22;0.12;0.35;0;0;0;82;0;0;188;102;86;0;t02;2024-08-26
kujawsko-pomorskie;117;69;186;0.57;0.33;0.90;1;0;1;148;0;0;316;192;123;1;t04;2024-08-26
lubelskie;128;74;202;0.61;0.35;0.96;0;0;0;204;0;0;299;208;91;0;t06;2024-08-26
lubuskie;17;8;25;0.17;0.08;0.25;0;0;0;14;0;0;50;25;25;0;t08;2024-08-26
³ódzkie;66;24;90;0.27;0.10;0.37;0;0;0;74;0;0;134;90;44;0;t10;2024-08-26
ma³opolskie;58;39;97;0.17;0.11;0.28;1;1;0;116;0;0;202;99;103;0;t12;2024-08-26
mazowieckie;288;103;391;0.53;0.19;0.72;0;0;0;294;0;0;827;401;426;0;t14;2024-08-26
opolskie;19;6;25;0.19;0.06;0.25;1;0;1;12;0;0;63;25;38;0;t16;2024-08-26
podkarpackie;87;25;112;0.41;0.12;0.53;0;0;0;103;0;0;181;112;69;0;t18;2024-08-26
podlaskie;71;39;110;0.60;0.33;0.93;0;0;0;107;0;0;170;112;58;0;t20;2024-08-26
pomorskie;62;31;93;0.26;0.13;0.40;0;0;0;98;0;0;164;97;67;0;t22;2024-08-26
œl¹skie;79;39;118;0.18;0.09;0.26;0;0;0;123;0;0;229;120;109;0;t24;2024-08-26
œwiêtokrzyskie;54;21;75;0.44;0.17;0.61;0;0;0;58;0;0;97;76;21;0;t26;2024-08-26
warmiñsko-mazurskie;52;32;84;0.37;0.23;0.59;0;0;0;59;0;0;205;108;96;1;t28;2024-08-26
wielkopolskie;127;48;175;0.36;0.14;0.50;0;0;0;121;0;0;244;178;65;1;t30;2024-08-26
zachodniopomorskie;57;15;72;0.34;0.09;0.43;1;0;1;62;0;0;146;74;72;0;t32;2024-08-26
