wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4706;1.23;98;27;71;260;6030;162805;32276;5181;26573;522;t00;2021-01-30
dolnoœl¹skie;303;1.05;1;0;1;6;329;10829;2295;343;1920;32;t02;2021-01-30
kujawsko-pomorskie;394;1.90;10;2;8;59;582;11207;1902;427;1437;38;t04;2021-01-30
lubelskie;227;1.08;4;2;2;21;282;6912;1480;258;1195;27;t06;2021-01-30
lubuskie;170;1.68;1;0;1;2;195;4558;958;205;742;11;t08;2021-01-30
³ódzkie;203;0.83;4;2;2;24;315;10379;1868;225;1608;35;t10;2021-01-30
ma³opolskie;204;0.60;1;1;0;3;253;7563;2016;224;1768;24;t12;2021-01-30
mazowieckie;765;1.41;33;14;19;33;831;34400;5309;838;4362;109;t14;2021-01-30
opolskie;124;1.26;0;0;0;2;110;3426;758;131;615;12;t16;2021-01-30
podkarpackie;136;0.64;5;0;5;7;139;5098;1064;153;888;23;t18;2021-01-30
podlaskie;187;1.59;11;0;11;9;209;4927;757;205;538;14;t20;2021-01-30
pomorskie;449;1.91;0;0;0;25;607;14084;2560;490;2027;43;t22;2021-01-30
œl¹skie;329;0.73;3;0;3;21;448;11986;2308;346;1930;32;t24;2021-01-30
œwiêtokrzyskie;82;0.67;1;0;1;0;104;2357;908;93;785;30;t26;2021-01-30
warmiñsko-mazurskie;248;1.75;0;0;0;7;462;8549;941;259;675;7;t28;2021-01-30
wielkopolskie;478;1.37;15;5;10;25;664;16753;2965;548;2394;23;t30;2021-01-30
zachodniopomorskie;293;1.73;9;1;8;16;455;9766;1544;317;1185;42;t32;2021-01-30
