wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;6170;1.61;32;4;28;559;11634;219104;31747;6920;24277;550;t00;2021-03-07
dolnoœl¹skie;449;1.55;0;0;0;25;727;12834;1725;479;1230;16;t02;2021-03-07
kujawsko-pomorskie;299;1.44;7;0;7;97;665;12447;1745;368;1334;43;t04;2021-03-07
lubelskie;122;0.58;2;0;2;29;386;8431;1799;159;1632;8;t06;2021-03-07
lubuskie;308;3.05;1;1;0;12;406;6801;1070;341;719;10;t08;2021-03-07
³ódzkie;235;0.96;0;0;0;19;633;11715;1543;277;1254;12;t10;2021-03-07
ma³opolskie;499;1.46;0;0;0;31;675;14776;2500;538;1928;34;t12;2021-03-07
mazowieckie;1289;2.37;2;1;1;140;2030;43898;5186;1441;3622;123;t14;2021-03-07
opolskie;122;1.24;0;0;0;2;119;3103;863;131;731;1;t16;2021-03-07
podkarpackie;431;2.03;2;0;2;13;810;13002;1539;459;1071;9;t18;2021-03-07
podlaskie;86;0.73;1;0;1;6;300;5929;613;106;500;7;t20;2021-03-07
pomorskie;715;3.05;7;0;7;34;1078;20402;2974;776;2114;84;t22;2021-03-07
œl¹skie;520;1.15;2;2;0;57;1213;20999;2966;573;2340;53;t24;2021-03-07
œwiêtokrzyskie;128;1.04;0;0;0;9;295;3879;948;158;723;67;t26;2021-03-07
warmiñsko-mazurskie;202;1.42;2;0;2;8;901;14418;836;229;598;9;t28;2021-03-07
wielkopolskie;401;1.15;6;0;6;56;898;18481;2491;482;1972;37;t30;2021-03-07
zachodniopomorskie;188;1.11;0;0;0;21;407;7960;1139;211;909;19;t32;2021-03-07
