wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1098;103;1201;0.29;0.03;0.31;34;9;25;1680;102;3;14101;1567;12474;60;t00;2022-04-14
dolnoœl¹skie;88;7;95;0.30;0.02;0.33;2;2;0;114;15;0;945;123;817;5;t02;2022-04-14
kujawsko-pomorskie;38;4;42;0.18;0.02;0.20;1;0;1;96;7;0;512;47;462;3;t04;2022-04-14
lubelskie;94;7;101;0.45;0.03;0.48;2;1;1;109;11;0;888;116;770;2;t06;2022-04-14
lubuskie;26;4;30;0.26;0.04;0.30;0;0;0;45;0;0;267;32;233;2;t08;2022-04-14
³ódzkie;55;6;61;0.22;0.02;0.25;3;1;2;100;8;0;797;68;725;4;t10;2022-04-14
ma³opolskie;81;10;91;0.24;0.03;0.27;0;0;0;136;16;0;1084;108;971;5;t12;2022-04-14
mazowieckie;218;24;242;0.40;0.04;0.45;4;0;4;343;7;1;3068;360;2692;16;t14;2022-04-14
opolskie;20;0;20;0.20;0;0.20;0;0;0;24;4;0;232;26;203;3;t16;2022-04-14
podkarpackie;60;6;66;0.28;0.03;0.31;1;0;1;35;6;0;712;144;565;3;t18;2022-04-14
podlaskie;27;2;29;0.23;0.02;0.25;0;0;0;75;1;0;307;32;274;1;t20;2022-04-14
pomorskie;69;10;79;0.29;0.04;0.34;13;4;9;131;1;0;792;84;707;1;t22;2022-04-14
œl¹skie;135;14;149;0.30;0.03;0.33;7;1;6;180;5;1;1233;186;1043;4;t24;2022-04-14
œwiêtokrzyskie;35;1;36;0.28;0.01;0.29;0;0;0;64;14;0;494;43;450;1;t26;2022-04-14
warmiñsko-mazurskie;23;1;24;0.16;0.01;0.17;0;0;0;60;2;0;405;29;376;0;t28;2022-04-14
wielkopolskie;49;5;54;0.14;0.01;0.15;1;0;1;86;5;0;882;70;806;6;t30;2022-04-14
zachodniopomorskie;57;2;59;0.34;0.01;0.35;0;0;0;82;0;1;657;71;583;3;t32;2022-04-14
