wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;15904;4.15;152;39;113;26491;8495;380092;78683;17036;60896;751;t00;2021-11-04
dolnoœl¹skie;816;2.82;4;2;2;1490;375;19859;4622;896;3695;31;t02;2021-11-04
kujawsko-pomorskie;592;2.86;2;0;2;1267;299;15650;3249;644;2570;35;t04;2021-11-04
lubelskie;2077;9.87;30;8;22;2962;1564;39137;6835;2174;4604;57;t06;2021-11-04
lubuskie;250;2.47;0;0;0;537;113;7770;1764;270;1476;18;t08;2021-11-04
³ódzkie;1030;4.21;10;3;7;1771;435;24691;6114;1146;4919;49;t10;2021-11-04
ma³opolskie;911;2.67;11;4;7;1726;403;17543;5140;992;4076;72;t12;2021-11-04
mazowieckie;3376;6.22;27;12;15;4961;1727;89270;13915;3627;10114;174;t14;2021-11-04
opolskie;289;2.95;5;0;5;411;111;6682;1627;310;1305;12;t16;2021-11-04
podkarpackie;715;3.36;9;0;9;1081;455;15845;3981;767;3201;13;t18;2021-11-04
podlaskie;969;8.24;12;3;9;1503;855;24832;3031;1037;1954;40;t20;2021-11-04
pomorskie;894;3.81;3;1;2;1386;391;25630;4568;932;3592;44;t22;2021-11-04
œl¹skie;1152;2.56;11;1;10;2248;496;24961;7206;1227;5927;52;t24;2021-11-04
œwiêtokrzyskie;272;2.21;5;0;5;536;121;5773;1855;297;1544;14;t26;2021-11-04
warmiñsko-mazurskie;614;4.32;4;0;4;1157;312;16621;3165;648;2481;36;t28;2021-11-04
wielkopolskie;1032;2.95;11;4;7;1898;410;23712;5233;1078;4077;78;t30;2021-11-04
zachodniopomorskie;783;4.62;8;1;7;1518;381;22045;3767;846;2900;21;t32;2021-11-04
