wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;1769;584;2353;0.46;0.15;0.61;15;7;8;2417;0;0;9011;2559;6431;21;t00;2023-03-23
dolnoœl¹skie;84;28;112;0.29;0.10;0.39;1;1;0;97;0;0;396;126;269;1;t02;2023-03-23
kujawsko-pomorskie;108;42;150;0.52;0.20;0.72;3;1;2;178;0;0;539;155;382;2;t04;2023-03-23
lubelskie;132;39;171;0.63;0.19;0.81;1;0;1;127;0;0;703;188;514;1;t06;2023-03-23
lubuskie;38;11;49;0.38;0.11;0.49;1;1;0;32;0;0;149;49;100;0;t08;2023-03-23
³ódzkie;131;36;167;0.53;0.15;0.68;0;0;0;183;0;0;663;174;489;0;t10;2023-03-23
ma³opolskie;145;31;176;0.42;0.09;0.52;1;0;1;203;0;0;668;184;480;4;t12;2023-03-23
mazowieckie;331;107;438;0.61;0.20;0.81;2;1;1;364;0;0;1377;476;896;5;t14;2023-03-23
opolskie;42;21;63;0.43;0.21;0.64;1;0;1;49;0;0;345;77;267;1;t16;2023-03-23
podkarpackie;77;21;98;0.36;0.10;0.46;0;0;0;140;0;0;473;100;373;0;t18;2023-03-23
podlaskie;71;23;94;0.60;0.20;0.80;1;0;1;130;0;0;361;104;256;1;t20;2023-03-23
pomorskie;82;20;102;0.35;0.09;0.43;1;1;0;175;0;0;465;111;354;0;t22;2023-03-23
œl¹skie;163;50;213;0.36;0.11;0.47;1;1;0;241;0;0;965;231;732;2;t24;2023-03-23
œwiêtokrzyskie;65;30;95;0.53;0.24;0.77;1;1;0;58;0;0;242;104;138;0;t26;2023-03-23
warmiñsko-mazurskie;67;24;91;0.47;0.17;0.64;0;0;0;116;0;0;453;102;351;0;t28;2023-03-23
wielkopolskie;129;57;186;0.37;0.16;0.53;1;0;1;161;0;0;487;206;279;2;t30;2023-03-23
zachodniopomorskie;87;41;128;0.51;0.24;0.76;0;0;0;160;0;0;439;144;294;1;t32;2023-03-23
