wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;212;115;327;0.06;0.03;0.09;2;1;1;834;0;0;2228;336;1891;1;t00;2024-11-18
dolnoœl¹skie;6;5;11;0.02;0.02;0.04;0;0;0;34;0;0;78;12;66;0;t02;2024-11-18
kujawsko-pomorskie;21;14;35;0.10;0.07;0.17;0;0;0;70;0;0;158;35;123;0;t04;2024-11-18
lubelskie;29;16;45;0.14;0.08;0.21;1;1;0;75;0;0;187;48;139;0;t06;2024-11-18
lubuskie;3;2;5;0.03;0.02;0.05;0;0;0;11;0;0;32;5;26;1;t08;2024-11-18
³ódzkie;3;3;6;0.01;0.01;0.02;0;0;0;24;0;0;43;6;37;0;t10;2024-11-18
ma³opolskie;18;7;25;0.05;0.02;0.07;0;0;0;102;0;0;187;26;161;0;t12;2024-11-18
mazowieckie;29;17;46;0.05;0.03;0.08;0;0;0;69;0;0;506;46;460;0;t14;2024-11-18
opolskie;4;3;7;0.04;0.03;0.07;0;0;0;4;0;0;47;7;40;0;t16;2024-11-18
podkarpackie;16;5;21;0.08;0.02;0.10;0;0;0;104;0;0;169;23;146;0;t18;2024-11-18
podlaskie;20;10;30;0.17;0.08;0.25;0;0;0;85;0;0;139;30;109;0;t20;2024-11-18
pomorskie;4;2;6;0.02;0.01;0.03;1;0;1;22;0;0;109;6;103;0;t22;2024-11-18
œl¹skie;19;12;31;0.04;0.03;0.07;0;0;0;106;0;0;201;31;170;0;t24;2024-11-18
œwiêtokrzyskie;11;4;15;0.09;0.03;0.12;0;0;0;19;0;0;40;15;25;0;t26;2024-11-18
warmiñsko-mazurskie;7;6;13;0.05;0.04;0.09;0;0;0;33;0;0;72;13;59;0;t28;2024-11-18
wielkopolskie;14;5;19;0.04;0.01;0.05;0;0;0;38;0;0;92;19;73;0;t30;2024-11-18
zachodniopomorskie;7;4;11;0.04;0.02;0.06;0;0;0;37;0;0;80;11;69;0;t32;2024-11-18
