wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;13250;3.45;25;8;17;770;26465;616905;52286;14450;36924;912;t00;2021-12-05
dolnoœl¹skie;1408;4.86;0;0;0;35;2183;47340;4031;1526;2380;125;t02;2021-12-05
kujawsko-pomorskie;526;2.54;6;0;6;70;1363;33150;2283;581;1669;33;t04;2021-12-05
lubelskie;285;1.35;0;0;0;52;1173;23175;1965;316;1625;24;t06;2021-12-05
lubuskie;536;5.31;2;1;1;19;772;20174;1665;570;1051;44;t08;2021-12-05
³ódzkie;722;2.95;0;0;0;49;1672;34243;3072;815;2213;44;t10;2021-12-05
ma³opolskie;1290;3.78;7;6;1;80;2202;50285;4956;1391;3482;83;t12;2021-12-05
mazowieckie;2116;3.90;1;0;1;74;4691;96367;8535;2317;6050;168;t14;2021-12-05
opolskie;502;5.12;0;0;0;9;700;20337;1590;532;1027;31;t16;2021-12-05
podkarpackie;365;1.72;0;0;0;33;1046;24070;2163;416;1743;4;t18;2021-12-05
podlaskie;148;1.26;0;0;0;2;630;14013;1017;170;837;10;t20;2021-12-05
pomorskie;990;4.22;1;0;1;42;1459;41429;3675;1074;2542;59;t22;2021-12-05
œl¹skie;1638;3.63;4;1;3;57;3159;74216;6037;1798;4145;94;t24;2021-12-05
œwiêtokrzyskie;300;2.44;0;0;0;11;625;13982;1417;349;1036;32;t26;2021-12-05
warmiñsko-mazurskie;327;2.30;2;0;2;14;950;24555;1299;356;924;19;t28;2021-12-05
wielkopolskie;1029;2.94;0;0;0;55;2290;67921;3757;1098;2603;56;t30;2021-12-05
zachodniopomorskie;962;5.68;2;0;2;168;1459;31581;3251;1024;2151;76;t32;2021-12-05
