wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;255;11;266;0.07;0.00;0.07;0;0;0;4;24;0;4614;309;4295;10;t00;2022-04-17
dolnoœl¹skie;16;2;18;0.06;0.01;0.06;0;0;0;1;5;0;190;19;170;1;t02;2022-04-17
kujawsko-pomorskie;8;0;8;0.04;0;0.04;0;0;0;0;2;0;159;10;148;1;t04;2022-04-17
lubelskie;25;1;26;0.12;0.00;0.12;0;0;0;0;0;0;209;27;182;0;t06;2022-04-17
lubuskie;3;0;3;0.03;0;0.03;0;0;0;0;0;0;95;3;92;0;t08;2022-04-17
³ódzkie;15;2;17;0.06;0.01;0.07;0;0;0;1;5;0;332;21;311;0;t10;2022-04-17
ma³opolskie;19;0;19;0.06;0;0.06;0;0;0;1;0;0;473;24;447;2;t12;2022-04-17
mazowieckie;38;0;38;0.07;0;0.07;0;0;0;0;0;0;973;43;929;1;t14;2022-04-17
opolskie;2;0;2;0.02;0;0.02;0;0;0;0;0;0;61;4;57;0;t16;2022-04-17
podkarpackie;16;1;17;0.08;0.00;0.08;0;0;0;0;0;0;271;22;249;0;t18;2022-04-17
podlaskie;17;1;18;0.14;0.01;0.15;0;0;0;1;0;0;78;19;59;0;t20;2022-04-17
pomorskie;10;0;10;0.04;0;0.04;0;0;0;0;2;0;304;12;291;1;t22;2022-04-17
œl¹skie;35;1;36;0.08;0.00;0.08;0;0;0;0;3;0;342;38;302;2;t24;2022-04-17
œwiêtokrzyskie;14;1;15;0.11;0.01;0.12;0;0;0;0;3;0;216;17;199;0;t26;2022-04-17
warmiñsko-mazurskie;0;1;1;0;0.01;0.01;0;0;0;0;1;0;126;3;123;0;t28;2022-04-17
wielkopolskie;16;0;16;0.05;0;0.05;0;0;0;0;2;0;242;18;224;0;t30;2022-04-17
zachodniopomorskie;9;1;10;0.05;0.01;0.06;0;0;0;0;1;0;133;13;120;0;t32;2022-04-17
