wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;562;49;611;0.15;0.01;0.16;25;7;18;961;42;1;11205;719;10456;30;t00;2022-05-05
dolnoœl¹skie;35;2;37;0.12;0.01;0.13;1;0;1;71;1;0;675;42;632;1;t02;2022-05-05
kujawsko-pomorskie;18;1;19;0.09;0.00;0.09;1;0;1;56;3;0;389;25;363;1;t04;2022-05-05
lubelskie;29;5;34;0.14;0.02;0.16;4;2;2;66;1;0;675;41;632;2;t06;2022-05-05
lubuskie;16;1;17;0.16;0.01;0.17;0;0;0;27;0;0;220;19;200;1;t08;2022-05-05
³ódzkie;22;2;24;0.09;0.01;0.10;1;1;0;47;1;0;557;28;527;2;t10;2022-05-05
ma³opolskie;55;5;60;0.16;0.01;0.18;1;0;1;103;5;0;945;68;875;2;t12;2022-05-05
mazowieckie;117;7;124;0.22;0.01;0.23;3;0;3;162;7;0;2085;144;1933;8;t14;2022-05-05
opolskie;26;1;27;0.27;0.01;0.28;0;0;0;32;2;0;344;33;311;0;t16;2022-05-05
podkarpackie;28;2;30;0.13;0.01;0.14;1;0;1;30;5;0;529;40;488;1;t18;2022-05-05
podlaskie;29;1;30;0.25;0.01;0.25;0;0;0;44;1;0;347;34;312;1;t20;2022-05-05
pomorskie;13;2;15;0.06;0.01;0.06;3;0;3;56;1;0;708;19;687;2;t22;2022-05-05
œl¹skie;79;10;89;0.18;0.02;0.20;4;3;1;128;4;0;1113;105;1005;3;t24;2022-05-05
œwiêtokrzyskie;20;2;22;0.16;0.02;0.18;1;0;1;34;2;0;405;25;380;0;t26;2022-05-05
warmiñsko-mazurskie;17;1;18;0.12;0.01;0.13;0;0;0;26;2;0;358;19;339;0;t28;2022-05-05
wielkopolskie;22;5;27;0.06;0.01;0.08;5;1;4;47;0;0;531;33;497;1;t30;2022-05-05
zachodniopomorskie;13;2;15;0.08;0.01;0.09;0;0;0;31;7;1;450;18;429;3;t32;2022-05-05
