wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;912;259;1171;0.24;0.07;0.31;15;3;12;1362;0;0;7644;1321;6308;15;t00;2023-04-05
dolnoœl¹skie;44;7;51;0.15;0.02;0.18;0;0;0;51;0;0;299;57;241;1;t02;2023-04-05
kujawsko-pomorskie;33;7;40;0.16;0.03;0.19;2;0;2;113;0;0;412;44;365;3;t04;2023-04-05
lubelskie;79;18;97;0.38;0.09;0.46;1;0;1;82;0;0;612;112;499;1;t06;2023-04-05
lubuskie;21;8;29;0.21;0.08;0.29;0;0;0;27;0;0;155;32;123;0;t08;2023-04-05
³ódzkie;56;13;69;0.23;0.05;0.28;0;0;0;114;0;0;458;72;385;1;t10;2023-04-05
ma³opolskie;52;25;77;0.15;0.07;0.23;0;0;0;119;0;0;436;78;357;1;t12;2023-04-05
mazowieckie;164;50;214;0.30;0.09;0.39;2;1;1;198;0;0;1739;249;1490;0;t14;2023-04-05
opolskie;16;1;17;0.16;0.01;0.17;0;0;0;13;0;0;213;20;192;1;t16;2023-04-05
podkarpackie;54;12;66;0.25;0.06;0.31;2;0;2;85;0;0;343;69;274;0;t18;2023-04-05
podlaskie;57;10;67;0.48;0.08;0.57;1;0;1;69;0;0;256;72;184;0;t20;2023-04-05
pomorskie;43;18;61;0.18;0.08;0.26;0;0;0;69;0;0;427;69;357;1;t22;2023-04-05
œl¹skie;59;25;84;0.13;0.06;0.19;1;0;1;142;0;0;574;92;481;1;t24;2023-04-05
œwiêtokrzyskie;34;9;43;0.28;0.07;0.35;1;1;0;34;0;0;178;54;124;0;t26;2023-04-05
warmiñsko-mazurskie;51;16;67;0.36;0.11;0.47;0;0;0;70;0;0;424;80;344;0;t28;2023-04-05
wielkopolskie;81;17;98;0.23;0.05;0.28;2;1;1;59;0;0;391;113;275;3;t30;2023-04-05
zachodniopomorskie;54;20;74;0.32;0.12;0.44;3;0;3;117;0;0;420;81;338;1;t32;2023-04-05
