wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;4514;1.18;9;8;1;367;4386;246677;27951;5070;22726;155;t00;2021-11-01
dolnoœl¹skie;245;0.85;0;0;0;14;231;12122;1473;279;1184;10;t02;2021-11-01
kujawsko-pomorskie;145;0.70;0;0;0;19;163;9587;1139;167;964;8;t04;2021-11-01
lubelskie;597;2.84;0;0;0;98;831;30559;2027;653;1356;18;t06;2021-11-01
lubuskie;94;0.93;0;0;0;4;66;4875;722;110;609;3;t08;2021-11-01
³ódzkie;321;1.31;0;0;0;26;181;15309;1960;355;1599;6;t10;2021-11-01
ma³opolskie;263;0.77;0;0;0;13;205;10593;2107;282;1808;17;t12;2021-11-01
mazowieckie;1093;2.01;8;8;0;52;993;57994;4935;1255;3648;32;t14;2021-11-01
opolskie;54;0.55;0;0;0;15;78;3990;708;59;648;1;t16;2021-11-01
podkarpackie;226;1.06;1;0;1;28;234;9934;1784;275;1502;7;t18;2021-11-01
podlaskie;291;2.47;0;0;0;8;419;18073;1020;322;690;8;t20;2021-11-01
pomorskie;235;1.00;0;0;0;15;161;15096;1855;250;1596;9;t22;2021-11-01
œl¹skie;223;0.49;0;0;0;9;222;13744;2530;246;2277;7;t24;2021-11-01
œwiêtokrzyskie;76;0.62;0;0;0;1;76;3096;804;92;707;5;t26;2021-11-01
warmiñsko-mazurskie;134;0.94;0;0;0;7;106;12419;819;148;669;2;t28;2021-11-01
wielkopolskie;199;0.57;0;0;0;18;171;15064;1567;218;1342;7;t30;2021-11-01
zachodniopomorskie;232;1.37;0;0;0;40;220;14200;1259;266;983;10;t32;2021-11-01
