wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3966;979;4945;1.03;0.26;1.29;21;8;13;6610;0;0;16452;5250;11138;64;t00;2022-09-21
dolnoœl¹skie;221;44;265;0.76;0.15;0.91;0;0;0;273;0;0;829;270;559;0;t02;2022-09-21
kujawsko-pomorskie;212;68;280;1.02;0.33;1.35;1;0;1;463;0;0;993;290;697;6;t04;2022-09-21
lubelskie;326;67;393;1.55;0.32;1.87;1;0;1;496;0;0;1255;418;836;1;t06;2022-09-21
lubuskie;81;17;98;0.80;0.17;0.97;1;1;0;151;0;0;321;99;221;1;t08;2022-09-21
³ódzkie;307;60;367;1.25;0.25;1.50;0;0;0;513;0;0;1034;394;631;9;t10;2022-09-21
ma³opolskie;323;65;388;0.95;0.19;1.14;1;0;1;605;0;0;1280;400;879;1;t12;2022-09-21
mazowieckie;656;155;811;1.21;0.29;1.49;1;0;1;990;0;0;2916;854;2045;17;t14;2022-09-21
opolskie;79;22;101;0.81;0.22;1.03;0;0;0;131;0;0;369;108;261;0;t16;2022-09-21
podkarpackie;188;37;225;0.88;0.17;1.06;1;0;1;259;0;0;661;235;424;2;t18;2022-09-21
podlaskie;158;41;199;1.34;0.35;1.69;4;0;4;326;0;0;665;245;417;3;t20;2022-09-21
pomorskie;218;63;281;0.93;0.27;1.20;2;1;1;356;0;0;906;300;598;8;t22;2022-09-21
œl¹skie;408;131;539;0.91;0.29;1.20;0;0;0;767;0;0;1681;573;1104;4;t24;2022-09-21
œwiêtokrzyskie;133;39;172;1.08;0.32;1.40;0;0;0;252;0;0;620;177;440;3;t26;2022-09-21
warmiñsko-mazurskie;153;37;190;1.08;0.26;1.34;1;1;0;312;0;0;753;209;540;4;t28;2022-09-21
wielkopolskie;316;80;396;0.90;0.23;1.13;6;3;3;427;0;0;1239;417;818;4;t30;2022-09-21
zachodniopomorskie;129;47;176;0.76;0.28;1.04;0;0;0;260;0;0;569;189;379;1;t32;2022-09-21
