wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;230;109;339;0.06;0.03;0.09;3;1;2;345;0;0;1070;350;720;0;t00;2024-07-24
dolnoœl¹skie;17;9;26;0.06;0.03;0.09;0;0;0;28;0;0;48;26;22;0;t02;2024-07-24
kujawsko-pomorskie;14;11;25;0.07;0.05;0.12;1;1;0;22;0;0;58;27;31;0;t04;2024-07-24
lubelskie;15;15;30;0.07;0.07;0.14;0;0;0;38;0;0;54;31;23;0;t06;2024-07-24
lubuskie;6;1;7;0.06;0.01;0.07;0;0;0;6;0;0;10;7;3;0;t08;2024-07-24
³ódzkie;4;1;5;0.02;0.00;0.02;0;0;0;5;0;0;14;5;9;0;t10;2024-07-24
ma³opolskie;19;6;25;0.06;0.02;0.07;0;0;0;38;0;0;67;25;42;0;t12;2024-07-24
mazowieckie;45;11;56;0.08;0.02;0.10;0;0;0;45;0;0;394;56;338;0;t14;2024-07-24
opolskie;4;0;4;0.04;0;0.04;0;0;0;2;0;0;21;4;17;0;t16;2024-07-24
podkarpackie;5;3;8;0.02;0.01;0.04;0;0;0;14;0;0;32;10;22;0;t18;2024-07-24
podlaskie;12;6;18;0.10;0.05;0.15;1;0;1;28;0;0;48;19;29;0;t20;2024-07-24
pomorskie;16;4;20;0.07;0.02;0.09;0;0;0;21;0;0;48;20;28;0;t22;2024-07-24
œl¹skie;15;11;26;0.03;0.02;0.06;0;0;0;16;0;0;74;26;48;0;t24;2024-07-24
œwiêtokrzyskie;9;8;17;0.07;0.07;0.14;0;0;0;14;0;0;21;17;4;0;t26;2024-07-24
warmiñsko-mazurskie;11;6;17;0.08;0.04;0.12;0;0;0;21;0;0;38;17;21;0;t28;2024-07-24
wielkopolskie;21;9;30;0.06;0.03;0.09;1;0;1;15;0;0;43;30;13;0;t30;2024-07-24
zachodniopomorskie;12;8;20;0.07;0.05;0.12;0;0;0;30;0;0;49;20;29;0;t32;2024-07-24
