wojewodztwo;liczba_przypadkow;liczba_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;91;0.02;0;0;0;487;144;77828;33372;106;33219;47;t00;2021-07-31
dolnoœl¹skie;4;0.01;0;0;0;22;6;7124;1913;5;1904;4;t02;2021-07-31
kujawsko-pomorskie;5;0.02;0;0;0;2;9;2361;1242;6;1236;0;t04;2021-07-31
lubelskie;7;0.03;0;0;0;10;8;3490;1400;7;1388;5;t06;2021-07-31
lubuskie;0;0;0;0;0;3;2;1897;647;0;647;0;t08;2021-07-31
³ódzkie;3;0.01;0;0;0;213;10;6824;2120;5;2107;8;t10;2021-07-31
ma³opolskie;10;0.03;0;0;0;45;24;4983;3410;14;3389;7;t12;2021-07-31
mazowieckie;16;0.03;0;0;0;50;25;22307;4496;16;4477;3;t14;2021-07-31
opolskie;2;0.02;0;0;0;1;0;1873;883;3;878;2;t16;2021-07-31
podkarpackie;11;0.05;0;0;0;61;2;2809;2330;12;2316;2;t18;2021-07-31
podlaskie;2;0.02;0;0;0;2;2;2030;812;3;807;2;t20;2021-07-31
pomorskie;5;0.02;0;0;0;6;14;3995;1920;6;1910;4;t22;2021-07-31
œl¹skie;10;0.02;0;0;0;32;22;6002;3459;11;3445;3;t24;2021-07-31
œwiêtokrzyskie;1;0.01;0;0;0;3;1;1489;963;1;960;2;t26;2021-07-31
warmiñsko-mazurskie;3;0.02;0;0;0;2;5;1380;714;4;709;1;t28;2021-07-31
wielkopolskie;5;0.01;0;0;0;31;14;6664;2080;5;2074;1;t30;2021-07-31
zachodniopomorskie;3;0.02;0;0;0;3;0;2581;1192;4;1186;2;t32;2021-07-31
