wojewodztwo;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;3720;1363;5083;0.97;0.36;1.33;16;7;9;4824;0;0;14650;5443;9164;43;t00;2023-03-13
dolnoœl¹skie;160;60;220;0.55;0.21;0.76;2;1;1;201;0;0;653;234;417;2;t02;2023-03-13
kujawsko-pomorskie;230;127;357;1.11;0.61;1.73;0;0;0;428;0;0;1056;377;673;6;t04;2023-03-13
lubelskie;277;113;390;1.32;0.54;1.85;1;1;0;338;0;0;1218;411;802;5;t06;2023-03-13
lubuskie;73;32;105;0.72;0.32;1.04;0;0;0;82;0;0;266;112;153;1;t08;2023-03-13
³ódzkie;215;91;306;0.88;0.37;1.25;1;0;1;322;0;0;869;325;542;2;t10;2023-03-13
ma³opolskie;355;82;437;1.04;0.24;1.28;3;3;0;488;0;0;996;455;539;2;t12;2023-03-13
mazowieckie;621;224;845;1.14;0.41;1.56;0;0;0;625;0;0;2091;907;1181;3;t14;2023-03-13
opolskie;76;34;110;0.77;0.35;1.12;1;1;0;68;0;0;466;127;339;0;t16;2023-03-13
podkarpackie;178;41;219;0.84;0.19;1.03;1;1;0;304;0;0;745;233;512;0;t18;2023-03-13
podlaskie;142;57;199;1.21;0.48;1.69;1;0;1;214;0;0;594;209;385;0;t20;2023-03-13
pomorskie;159;62;221;0.68;0.26;0.94;0;0;0;267;0;0;755;235;519;1;t22;2023-03-13
œl¹skie;434;170;604;0.96;0.38;1.34;0;0;0;553;0;0;1625;665;948;12;t24;2023-03-13
œwiêtokrzyskie;163;40;203;1.33;0.33;1.65;0;0;0;156;0;0;420;212;208;0;t26;2023-03-13
warmiñsko-mazurskie;169;67;236;1.19;0.47;1.66;0;0;0;220;0;0;895;270;624;1;t28;2023-03-13
wielkopolskie;287;111;398;0.82;0.32;1.14;5;0;5;313;0;0;976;413;555;8;t30;2023-03-13
zachodniopomorskie;135;47;182;0.80;0.28;1.07;1;0;1;241;0;0;605;192;413;0;t32;2023-03-13
